reference,customer_name,status
TV-25356,Summit Chemicals,in_transit
TV-25357,Highfield Supplies,picked_up
TV-25358,Sunrise Apparel,in_transit
TV-25359,Stonebridge Wholesale,picked_up
TV-25360,Lakeside Logistics Pty Ltd,created
TV-25361,Northern Hardware,delivered
TV-25362,Northern Industrial,failed
TV-25363,Golden Packaging,picked_up
TV-25364,Fairwind Motors,delivered
TV-25365,Baywater Logistics Group,delivered
TV-25366,Golden Beverages Group,in_transit
TV-25367,Westgate Pharma,picked_up
TV-25368,Eastlink Pharma,in_transit
TV-25369,Northern Trading Pty Ltd,in_transit
TV-25370,Harbour Freight Group,in_transit
TV-25371,Westgate Components,picked_up
TV-25372,Sunrise Wholesale,in_transit
TV-25373,Highfield Industrial,delivered
TV-25374,Silverline Pharma Pty Ltd,failed
TV-25375,Lakeside Motors Group,created
TV-25376,Stonebridge Industrial,in_transit
TV-25377,Golden Distribution Holdings,picked_up
TV-25378,Summit Electronics Holdings,picked_up
TV-25379,Fairwind Retail Co,in_transit
TV-25380,Golden Distribution Co,delivered
TV-25381,Stonebridge Hardware Holdings,in_transit
TV-25382,Stonebridge Beverages Group,delivered
TV-25383,Coastal Components Holdings,delivered
TV-25384,Fairwind Grocers Co,delivered
TV-25385,Fairwind Packaging Group,delivered
TV-25386,Baywater Apparel,created
TV-25387,Northern Packaging Holdings,in_transit
TV-25388,Golden Grocers Pty Ltd,delivered
TV-25389,Westgate Foods Co,delivered
TV-25390,Summit Motors,delivered
TV-25391,Harbour Foods Co,created
TV-25392,Ironbark Trading,delivered
TV-25393,Stonebridge Retail Group,created
TV-25394,Coastal Beverages,created
TV-25395,Parkview Wholesale Co,in_transit
TV-25396,Riverside Trading,delivered
TV-25397,Northern Hardware,delivered
TV-25398,Ironbark Components Holdings,picked_up
TV-25399,Stonebridge Chemicals Holdings,in_transit
TV-25400,Stonebridge Grocers Co,picked_up
TV-25401,Westgate Components,in_transit
TV-25402,Baywater Chemicals,picked_up
TV-25403,Lakeside Wholesale,picked_up
TV-25404,Silverline Freight,in_transit
TV-25405,Sunrise Pharma Holdings,delivered
TV-25406,Stonebridge Apparel,delivered
TV-25407,Riverside Apparel,created
TV-25408,Kingsway Electronics Co,failed
TV-25409,Redgum Logistics Pty Ltd,created
TV-25410,Harbour Grocers Holdings,in_transit
TV-25411,Sunrise Foods Group,delivered
TV-25412,Eastlink Beverages Group,picked_up
TV-25413,Parkview Pharma Holdings,delivered
TV-25414,Baywater Components,picked_up
TV-25415,Ironbark Freight Co,created
TV-25416,Lakeside Wholesale,picked_up
TV-25417,Golden Hardware Holdings,in_transit
TV-25418,Riverside Wholesale,in_transit
TV-25419,Coastal Chemicals Group,delivered
TV-25420,Ironbark Electronics,failed
TV-25421,Baywater Wholesale,in_transit
TV-25422,Highfield Motors Co,in_transit
TV-25423,Stonebridge Electronics Group,created
TV-25424,Silverline Grocers,picked_up
TV-25425,Lakeside Freight,delivered
TV-25426,Redgum Wholesale,picked_up
TV-25427,Golden Packaging,in_transit
TV-25428,Silverline Trading Holdings,in_transit
TV-25429,Redgum Apparel,delivered
TV-25430,Kingsway Apparel,delivered
TV-25431,Ironbark Foods,delivered
TV-25432,Coastal Trading Group,in_transit
TV-25433,Silverline Logistics,delivered
TV-25434,Baywater Retail Pty Ltd,created
TV-25435,Stonebridge Grocers Pty Ltd,in_transit
TV-25436,Baywater Apparel Pty Ltd,delivered
TV-25437,Redgum Textiles Holdings,created
TV-25438,Northern Components,delivered
TV-25439,Parkview Logistics Group,created
TV-25440,Sunrise Supplies Group,in_transit
TV-25441,Golden Pharma Group,created
TV-25442,Northern Distribution Holdings,delivered
TV-25443,Kingsway Beverages Pty Ltd,in_transit
TV-25444,Golden Chemicals Co,in_transit
TV-25445,Parkview Electronics Co,picked_up
TV-25446,Highfield Foods,in_transit
TV-25447,Kingsway Packaging,picked_up
TV-25448,Coastal Industrial,delivered
TV-25449,Highfield Foods Co,created
TV-25450,Silverline Foods,in_transit
TV-25451,Northern Logistics,created
TV-25452,Parkview Pharma Group,created
TV-25453,Lakeside Supplies,created
TV-25454,Summit Hardware Pty Ltd,picked_up
TV-25455,Northern Packaging Pty Ltd,delivered
TV-25456,Redgum Packaging,failed
TV-25457,Summit Freight,created
TV-25458,Highfield Distribution,created
TV-25459,Coastal Apparel,in_transit
TV-25460,Northern Components Group,in_transit
TV-25461,Northern Supplies Group,created
TV-25462,Eastlink Retail Holdings,in_transit
TV-25463,Riverside Freight,created
TV-25464,Silverline Freight,picked_up
TV-25465,Silverline Foods,in_transit
TV-25466,Baywater Foods,delivered
TV-25467,Blackwood Foods Pty Ltd,in_transit
TV-25468,Sunrise Wholesale Co,delivered
TV-25469,Eastlink Textiles,created
TV-25470,Stonebridge Motors Co,delivered
TV-25471,Blackwood Retail Group,created
TV-25472,Sunrise Distribution,in_transit
TV-25473,Sunrise Electronics Pty Ltd,delivered
TV-25474,Ironbark Distribution Pty Ltd,in_transit
TV-25475,Northern Hardware,delivered
TV-25476,Blackwood Pharma Group,picked_up
TV-25477,Harbour Components,created
TV-25478,Redgum Hardware,created
TV-25479,Harbour Hardware Pty Ltd,picked_up
TV-25480,Westgate Freight,created
TV-25481,Redgum Industrial Holdings,delivered
TV-25482,Northern Hardware Pty Ltd,delivered
TV-25483,Sunrise Apparel,created
TV-25484,Baywater Distribution,in_transit
TV-25485,Lakeside Distribution Holdings,created
TV-25486,Sunrise Pharma,picked_up
TV-25487,Sunrise Apparel,picked_up
TV-25488,Golden Industrial Group,failed
TV-25489,Kingsway Pharma Co,in_transit
TV-25490,Golden Logistics,picked_up
TV-25491,Redgum Retail Co,in_transit
TV-25492,Redgum Components,picked_up
TV-25493,Riverside Apparel Group,in_transit
TV-25494,Baywater Beverages,created
TV-25495,Parkview Retail Holdings,in_transit
TV-25496,Fairwind Distribution,failed
TV-25497,Redgum Wholesale Co,created
TV-25498,Highfield Pharma,created
TV-25499,Westgate Components Co,delivered
TV-25500,Silverline Textiles Group,delivered
TV-25501,Parkview Distribution,delivered
TV-25502,Fairwind Packaging Pty Ltd,picked_up
TV-25503,Fairwind Beverages Co,delivered
TV-25504,Westgate Components,in_transit
TV-25505,Blackwood Textiles Pty Ltd,picked_up
TV-25506,Silverline Logistics Pty Ltd,in_transit
TV-25507,Golden Components,picked_up
TV-25508,Ironbark Electronics,delivered
TV-25509,Baywater Industrial Co,delivered
TV-25510,Harbour Electronics Group,created
TV-25511,Westgate Chemicals Pty Ltd,created
TV-25512,Fairwind Electronics,in_transit
TV-25513,Parkview Foods Pty Ltd,delivered
TV-25514,Stonebridge Components,in_transit
TV-25515,Golden Logistics,in_transit
TV-25516,Harbour Retail,created
TV-25517,Kingsway Wholesale,picked_up
TV-25518,Kingsway Motors,in_transit
TV-25519,Northern Wholesale,in_transit
TV-25520,Parkview Logistics Group,created
TV-25521,Golden Beverages,delivered
TV-25522,Lakeside Supplies,delivered
TV-25523,Redgum Grocers,failed
TV-25524,Golden Logistics,created
TV-25525,Westgate Retail,in_transit
TV-25526,Golden Grocers,in_transit
TV-25527,Highfield Distribution,in_transit
TV-25528,Blackwood Foods,created
TV-25529,Fairwind Logistics,picked_up
TV-25530,Stonebridge Electronics,picked_up
TV-25531,Lakeside Supplies,in_transit
TV-25532,Kingsway Supplies,delivered
TV-25533,Ironbark Trading,delivered
TV-25534,Ironbark Hardware Co,delivered
TV-25535,Riverside Apparel,in_transit
TV-25536,Coastal Trading Pty Ltd,in_transit
TV-25537,Blackwood Hardware Holdings,picked_up
TV-25538,Summit Freight Holdings,created
TV-25539,Coastal Industrial Co,delivered
TV-25540,Westgate Chemicals,in_transit
TV-25541,Baywater Apparel,created
TV-25542,Summit Motors,picked_up
TV-25543,Silverline Foods,picked_up
TV-25544,Riverside Pharma Pty Ltd,delivered
TV-25545,Lakeside Pharma,delivered
TV-25546,Summit Electronics,created
TV-25547,Coastal Distribution Co,in_transit
TV-25548,Kingsway Electronics Holdings,delivered
TV-25549,Golden Trading,delivered
TV-25550,Northern Grocers Co,in_transit
TV-25551,Baywater Textiles,picked_up
TV-25552,Kingsway Pharma Pty Ltd,created
TV-25553,Highfield Foods Pty Ltd,in_transit
TV-25554,Summit Components Co,in_transit
TV-25555,Northern Apparel,in_transit
TV-25556,Blackwood Retail,delivered
TV-25557,Kingsway Industrial Holdings,in_transit
TV-25558,Riverside Beverages,delivered
TV-25559,Northern Hardware Pty Ltd,created
TV-25560,Fairwind Apparel,in_transit
TV-25561,Kingsway Apparel,created
TV-25562,Fairwind Beverages,picked_up
TV-25563,Eastlink Beverages Pty Ltd,in_transit
TV-25564,Blackwood Pharma Co,in_transit
TV-25565,Harbour Packaging Group,delivered
TV-25566,Golden Packaging Group,picked_up
TV-25567,Silverline Packaging Pty Ltd,delivered
TV-25568,Golden Trading Co,in_transit
TV-25569,Kingsway Supplies Holdings,created
TV-25570,Fairwind Electronics,picked_up
TV-25571,Redgum Components,picked_up
TV-25572,Coastal Hardware Holdings,in_transit
TV-25573,Eastlink Packaging,created
TV-25574,Golden Beverages Co,delivered
TV-25575,Sunrise Hardware Holdings,in_transit
TV-25576,Summit Beverages Co,created
TV-25577,Eastlink Beverages,in_transit
TV-25578,Lakeside Hardware Holdings,failed
TV-25579,Sunrise Beverages,picked_up
TV-25580,Blackwood Foods Group,in_transit
TV-25581,Highfield Freight Co,picked_up
TV-25582,Northern Packaging Pty Ltd,in_transit
TV-25583,Parkview Logistics Pty Ltd,created
TV-25584,Sunrise Chemicals,in_transit
TV-25585,Parkview Freight,picked_up
TV-25586,Eastlink Apparel Holdings,created
TV-25587,Stonebridge Grocers Group,delivered
TV-25588,Summit Grocers Holdings,failed
TV-25589,Westgate Industrial,created
TV-25590,Blackwood Textiles,created
TV-25591,Baywater Textiles Pty Ltd,in_transit
TV-25592,Coastal Grocers Group,delivered
TV-25593,Ironbark Trading Group,delivered
TV-25594,Sunrise Packaging,in_transit
TV-25595,Fairwind Supplies Holdings,picked_up
TV-25596,Coastal Components,delivered
TV-25597,Sunrise Chemicals,delivered
TV-25598,Baywater Wholesale,picked_up
TV-25599,Ironbark Wholesale,failed
TV-25600,Ironbark Electronics,in_transit
TV-25601,Sunrise Hardware Co,in_transit
TV-25602,Parkview Hardware,delivered
TV-25603,Ironbark Components,in_transit
TV-25604,Parkview Distribution Pty Ltd,created
TV-25605,Coastal Motors,created
TV-25606,Lakeside Electronics Co,in_transit
TV-25607,Fairwind Pharma,failed
TV-25608,Lakeside Industrial Group,failed
TV-25609,Eastlink Distribution Group,created
TV-25610,Westgate Industrial Pty Ltd,in_transit
TV-25611,Summit Retail Holdings,delivered
TV-25612,Lakeside Chemicals,created
TV-25613,Coastal Foods Co,picked_up
TV-25614,Lakeside Beverages Co,picked_up
TV-25615,Parkview Wholesale,picked_up
TV-25616,Harbour Grocers,in_transit
TV-25617,Blackwood Pharma Pty Ltd,picked_up
TV-25618,Blackwood Motors Pty Ltd,in_transit
TV-25619,Northern Foods Pty Ltd,created
TV-25620,Summit Beverages Co,delivered
TV-25621,Golden Logistics Group,delivered
TV-25622,Silverline Industrial Holdings,in_transit
TV-25623,Golden Industrial Pty Ltd,created
TV-25624,Summit Chemicals,picked_up
TV-25625,Golden Hardware Holdings,created
TV-25626,Stonebridge Trading Group,delivered
TV-25627,Summit Retail,in_transit
TV-25628,Fairwind Grocers,in_transit
TV-25629,Stonebridge Retail Co,delivered
TV-25630,Fairwind Chemicals Co,in_transit
TV-25631,Ironbark Grocers Holdings,in_transit
TV-25632,Ironbark Components Pty Ltd,delivered
TV-25633,Highfield Pharma,delivered
TV-25634,Harbour Industrial,in_transit
TV-25635,Redgum Apparel,created
TV-25636,Kingsway Trading,picked_up
TV-25637,Summit Textiles Holdings,in_transit
TV-25638,Kingsway Components,in_transit
TV-25639,Baywater Foods Group,delivered
TV-25640,Eastlink Motors Holdings,picked_up
TV-25641,Highfield Chemicals,delivered
TV-25642,Highfield Apparel,delivered
TV-25643,Eastlink Industrial Pty Ltd,in_transit
TV-25644,Westgate Beverages,in_transit
TV-25645,Ironbark Industrial Pty Ltd,created
TV-25646,Westgate Motors,delivered
TV-25647,Ironbark Pharma,delivered
TV-25648,Fairwind Freight Holdings,failed
TV-25649,Silverline Chemicals Pty Ltd,created
TV-25650,Eastlink Chemicals,created
TV-25651,Sunrise Distribution,in_transit
TV-25652,Summit Retail,in_transit
TV-25653,Riverside Freight,delivered
TV-25654,Parkview Wholesale Group,failed
TV-25655,Golden Chemicals,created
TV-25656,Riverside Retail,picked_up
TV-25657,Parkview Grocers Pty Ltd,picked_up
TV-25658,Kingsway Textiles,delivered
TV-25659,Northern Supplies Group,delivered
TV-25660,Eastlink Distribution Pty Ltd,created
TV-25661,Silverline Freight Holdings,picked_up
TV-25662,Blackwood Wholesale,in_transit
TV-25663,Parkview Textiles,in_transit
TV-25664,Parkview Chemicals,in_transit
TV-25665,Parkview Freight Pty Ltd,in_transit
TV-25666,Northern Chemicals Holdings,in_transit
TV-25667,Westgate Beverages,delivered
TV-25668,Fairwind Chemicals Holdings,in_transit
TV-25669,Westgate Logistics Holdings,created
TV-25670,Eastlink Industrial Co,delivered
TV-25671,Summit Hardware,in_transit
TV-25672,Golden Foods,delivered
TV-25673,Westgate Packaging Group,picked_up
TV-25674,Redgum Foods Pty Ltd,delivered
TV-25675,Fairwind Foods Holdings,delivered
TV-25676,Parkview Chemicals Pty Ltd,in_transit
TV-25677,Summit Beverages,in_transit
TV-25678,Riverside Trading,created
TV-25679,Fairwind Logistics Group,delivered
TV-25680,Highfield Packaging Holdings,in_transit
TV-25681,Eastlink Packaging,delivered
TV-25682,Redgum Freight Holdings,delivered
TV-25683,Eastlink Textiles Pty Ltd,created
TV-25684,Coastal Wholesale Pty Ltd,delivered
TV-25685,Stonebridge Packaging Co,delivered
TV-25686,Riverside Components,in_transit
TV-25687,Lakeside Logistics,failed
TV-25688,Baywater Wholesale Co,delivered
TV-25689,Harbour Freight,in_transit
TV-25690,Redgum Hardware,in_transit
TV-25691,Ironbark Logistics,picked_up
TV-25692,Harbour Components,created
TV-25693,Summit Electronics Group,delivered
TV-25694,Golden Motors,delivered
TV-25695,Silverline Grocers,in_transit
TV-25696,Westgate Logistics Group,delivered
TV-25697,Golden Beverages Co,delivered
TV-25698,Kingsway Electronics,in_transit
TV-25699,Golden Hardware,delivered
TV-25700,Eastlink Electronics Co,in_transit
TV-25701,Fairwind Beverages Pty Ltd,delivered
TV-25702,Westgate Components,delivered
TV-25703,Coastal Freight,created
TV-25704,Baywater Freight,delivered
TV-25705,Silverline Trading,in_transit
TV-25706,Northern Beverages,picked_up
TV-25707,Westgate Apparel Group,delivered
TV-25708,Ironbark Industrial Co,created
TV-25709,Stonebridge Motors,failed
TV-25710,Coastal Foods Group,picked_up
TV-25711,Ironbark Foods,picked_up
TV-25712,Kingsway Electronics Group,delivered
TV-25713,Eastlink Industrial Pty Ltd,delivered
TV-25714,Northern Wholesale,in_transit
TV-25715,Lakeside Logistics Group,created
TV-25716,Eastlink Chemicals Holdings,failed
TV-25717,Eastlink Trading,failed
TV-25718,Highfield Freight,delivered
TV-25719,Eastlink Retail,in_transit
TV-25720,Summit Textiles Pty Ltd,delivered
TV-25721,Eastlink Components,created
TV-25722,Northern Grocers,delivered
TV-25723,Parkview Grocers Group,picked_up
TV-25724,Parkview Textiles,created
TV-25725,Parkview Motors Pty Ltd,delivered
TV-25726,Redgum Foods Co,delivered
TV-25727,Blackwood Chemicals,created
TV-25728,Ironbark Retail Group,delivered
TV-25729,Westgate Retail,created
TV-25730,Blackwood Chemicals Holdings,delivered
TV-25731,Ironbark Components Pty Ltd,delivered
TV-25732,Blackwood Grocers Group,delivered
TV-25733,Ironbark Freight,delivered
TV-25734,Harbour Beverages Group,created
TV-25735,Summit Retail,in_transit
TV-25736,Westgate Electronics Group,delivered
TV-25737,Fairwind Electronics,delivered
TV-25738,Highfield Industrial Co,in_transit
TV-25739,Stonebridge Trading,created
TV-25740,Harbour Distribution,delivered
TV-25741,Riverside Logistics,delivered
TV-25742,Kingsway Distribution,picked_up
TV-25743,Riverside Electronics,created
TV-25744,Harbour Electronics Holdings,created
TV-25745,Riverside Textiles Co,delivered
TV-25746,Sunrise Pharma,in_transit
TV-25747,Fairwind Logistics,in_transit
TV-25748,Kingsway Textiles Pty Ltd,picked_up
TV-25749,Blackwood Hardware Co,created
TV-25750,Ironbark Hardware,created
TV-25751,Lakeside Textiles,picked_up
TV-25752,Parkview Beverages,picked_up
TV-25753,Northern Textiles,in_transit
TV-25754,Riverside Hardware,created
TV-25755,Kingsway Hardware Holdings,delivered
TV-25756,Lakeside Foods,in_transit
TV-25757,Northern Textiles Co,delivered
TV-25758,Highfield Chemicals Holdings,in_transit
TV-25759,Parkview Logistics Co,picked_up
TV-25760,Baywater Freight Co,picked_up
TV-25761,Fairwind Logistics Co,created
TV-25762,Golden Grocers,created
TV-25763,Highfield Components Pty Ltd,in_transit
TV-25764,Westgate Apparel Pty Ltd,in_transit
TV-25765,Northern Logistics Pty Ltd,in_transit
TV-25766,Ironbark Supplies Co,delivered
TV-25767,Ironbark Apparel,delivered
TV-25768,Redgum Pharma Co,created
TV-25769,Highfield Packaging Holdings,in_transit
TV-25770,Harbour Electronics Group,in_transit
TV-25771,Ironbark Distribution,created
TV-25772,Stonebridge Logistics Group,in_transit
TV-25773,Parkview Components Pty Ltd,in_transit
TV-25774,Northern Components,in_transit
TV-25775,Kingsway Chemicals Holdings,picked_up
TV-25776,Parkview Electronics Holdings,delivered
TV-25777,Redgum Packaging Co,created
TV-25778,Summit Trading Holdings,created
TV-25779,Silverline Motors,delivered
TV-25780,Summit Pharma,created
TV-25781,Ironbark Industrial,in_transit
TV-25782,Fairwind Chemicals Holdings,delivered
TV-25783,Ironbark Grocers,in_transit
TV-25784,Blackwood Textiles,delivered
TV-25785,Redgum Grocers Holdings,in_transit
TV-25786,Redgum Trading,delivered
TV-25787,Harbour Logistics Pty Ltd,delivered
TV-25788,Lakeside Freight,delivered
TV-25789,Sunrise Distribution,failed
TV-25790,Sunrise Wholesale Group,picked_up
TV-25791,Baywater Industrial,delivered
TV-25792,Harbour Components Pty Ltd,in_transit
TV-25793,Golden Foods,delivered
TV-25794,Harbour Motors Co,in_transit
TV-25795,Silverline Hardware,created
TV-25796,Sunrise Industrial Co,created
TV-25797,Lakeside Freight,delivered
TV-25798,Redgum Motors,delivered
TV-25799,Eastlink Retail,delivered
TV-25800,Riverside Hardware Holdings,delivered
TV-25801,Highfield Industrial,created
TV-25802,Riverside Electronics Holdings,delivered
TV-25803,Sunrise Chemicals,delivered
TV-25804,Stonebridge Wholesale,created
TV-25805,Summit Wholesale,picked_up
TV-25806,Redgum Components,created
TV-25807,Coastal Logistics,picked_up
TV-25808,Northern Industrial,created
TV-25809,Harbour Motors,picked_up
TV-25810,Redgum Textiles Co,delivered
TV-25811,Summit Pharma Pty Ltd,in_transit
TV-25812,Redgum Industrial Co,picked_up
TV-25813,Lakeside Industrial,picked_up
TV-25814,Stonebridge Apparel,in_transit
TV-25815,Ironbark Freight Group,delivered
TV-25816,Redgum Industrial,in_transit
TV-25817,Parkview Foods,created
TV-25818,Highfield Foods,delivered
TV-25819,Parkview Components,created
TV-25820,Parkview Supplies,in_transit
TV-25821,Golden Beverages,delivered
TV-25822,Coastal Chemicals,in_transit
TV-25823,Harbour Trading,in_transit
TV-25824,Riverside Grocers Group,delivered
TV-25825,Highfield Industrial,created
TV-25826,Riverside Logistics Co,picked_up
TV-25827,Summit Grocers,in_transit
TV-25828,Parkview Packaging,created
TV-25829,Redgum Pharma,failed
TV-25830,Riverside Grocers Pty Ltd,delivered
TV-25831,Redgum Grocers,picked_up
TV-25832,Westgate Packaging Group,delivered
TV-25833,Sunrise Packaging,created
TV-25834,Westgate Foods Pty Ltd,picked_up
TV-25835,Fairwind Trading Group,failed
TV-25836,Lakeside Logistics Group,in_transit
TV-25837,Riverside Foods Holdings,delivered
TV-25838,Westgate Retail Group,in_transit
TV-25839,Harbour Logistics Holdings,created
TV-25840,Stonebridge Wholesale Pty Ltd,delivered
TV-25841,Blackwood Supplies,failed
TV-25842,Golden Components Group,delivered
TV-25843,Westgate Wholesale,delivered
TV-25844,Harbour Chemicals,delivered
TV-25845,Ironbark Hardware Pty Ltd,created
TV-25846,Blackwood Packaging,in_transit
TV-25847,Westgate Packaging,in_transit
TV-25848,Parkview Wholesale,delivered
TV-25849,Stonebridge Pharma Co,delivered
TV-25850,Baywater Components Pty Ltd,created
TV-25851,Ironbark Distribution Pty Ltd,created
TV-25852,Stonebridge Motors Holdings,in_transit
TV-25853,Northern Industrial,in_transit
TV-25854,Golden Apparel,in_transit
TV-25855,Redgum Pharma,picked_up
TV-25856,Highfield Logistics Co,delivered
TV-25857,Parkview Distribution Co,created
TV-25858,Eastlink Grocers,in_transit
TV-25859,Lakeside Packaging Group,created
TV-25860,Parkview Apparel,delivered
TV-25861,Riverside Electronics,created
TV-25862,Harbour Grocers,in_transit
TV-25863,Eastlink Wholesale Holdings,delivered
TV-25864,Baywater Motors,picked_up
TV-25865,Ironbark Retail Holdings,picked_up
TV-25866,Baywater Distribution Holdings,in_transit
TV-25867,Westgate Logistics,in_transit
TV-25868,Westgate Supplies Group,created
TV-25869,Parkview Trading,in_transit
TV-25870,Northern Apparel,created
TV-25871,Northern Retail,in_transit
TV-25872,Ironbark Supplies Holdings,failed
TV-25873,Lakeside Freight,delivered
TV-25874,Riverside Packaging,in_transit
TV-25875,Parkview Electronics Group,delivered
TV-25876,Westgate Freight,picked_up
TV-25877,Stonebridge Textiles,in_transit
TV-25878,Fairwind Foods Pty Ltd,delivered
TV-25879,Redgum Components Group,picked_up
TV-25880,Blackwood Trading,delivered
TV-25881,Westgate Retail,delivered
TV-25882,Lakeside Industrial Pty Ltd,in_transit
TV-25883,Blackwood Textiles,created
TV-25884,Sunrise Supplies,in_transit
TV-25885,Harbour Distribution,delivered
TV-25886,Fairwind Pharma Group,delivered
TV-25887,Fairwind Components,delivered
TV-25888,Kingsway Packaging Pty Ltd,picked_up
TV-25889,Northern Hardware,delivered
TV-25890,Parkview Supplies Holdings,in_transit
TV-25891,Eastlink Hardware,delivered
TV-25892,Sunrise Wholesale Group,delivered
TV-25893,Harbour Grocers,delivered
TV-25894,Silverline Apparel,picked_up
TV-25895,Golden Logistics Pty Ltd,delivered
TV-25896,Lakeside Industrial Co,created
TV-25897,Harbour Industrial,picked_up
TV-25898,Lakeside Motors Holdings,delivered
TV-25899,Sunrise Beverages Pty Ltd,in_transit
TV-25900,Silverline Apparel,delivered
TV-25901,Westgate Apparel,delivered
TV-25902,Westgate Foods,in_transit
TV-25903,Kingsway Hardware,created
TV-25904,Parkview Industrial,delivered
TV-25905,Coastal Hardware,picked_up
TV-25906,Fairwind Hardware,created
TV-25907,Kingsway Motors,created
TV-25908,Northern Apparel Group,picked_up
TV-25909,Parkview Freight,created
TV-25910,Silverline Logistics Pty Ltd,created
TV-25911,Blackwood Hardware Co,in_transit
TV-25912,Baywater Beverages Co,delivered
TV-25913,Ironbark Logistics,picked_up
TV-25914,Parkview Hardware Co,in_transit
TV-25915,Stonebridge Electronics Pty Ltd,picked_up
TV-25916,Baywater Components Group,delivered
TV-25917,Ironbark Pharma Holdings,delivered
TV-25918,Coastal Supplies Holdings,created
TV-25919,Summit Apparel,picked_up
TV-25920,Parkview Hardware Group,in_transit
TV-25921,Redgum Chemicals,failed
TV-25922,Parkview Trading,delivered
TV-25923,Blackwood Hardware,picked_up
TV-25924,Harbour Foods,created
TV-25925,Eastlink Chemicals Group,picked_up
TV-25926,Kingsway Components,picked_up
TV-25927,Lakeside Wholesale,picked_up
TV-25928,Redgum Grocers Group,delivered
TV-25929,Fairwind Distribution Pty Ltd,in_transit
TV-25930,Sunrise Supplies Co,in_transit
TV-25931,Lakeside Electronics Holdings,in_transit
TV-25932,Riverside Packaging Pty Ltd,in_transit
TV-25933,Highfield Packaging Pty Ltd,delivered
TV-25934,Ironbark Packaging,delivered
TV-25935,Kingsway Pharma,created
TV-25936,Baywater Freight Group,created
TV-25937,Silverline Textiles Group,created
TV-25938,Redgum Pharma Holdings,picked_up
TV-25939,Silverline Grocers,picked_up
TV-25940,Blackwood Packaging,in_transit
TV-25941,Silverline Motors Group,in_transit
TV-25942,Fairwind Apparel Pty Ltd,created
TV-25943,Fairwind Freight,picked_up
TV-25944,Kingsway Retail,delivered
TV-25945,Redgum Chemicals Co,in_transit
TV-25946,Redgum Wholesale,in_transit
TV-25947,Westgate Textiles Pty Ltd,in_transit
TV-25948,Golden Chemicals,picked_up
TV-25949,Fairwind Foods,delivered
TV-25950,Lakeside Apparel,in_transit
TV-25951,Stonebridge Industrial,delivered
TV-25952,Summit Components Holdings,created
TV-25953,Baywater Retail,created
TV-25954,Kingsway Grocers,in_transit
TV-25955,Harbour Pharma,created
TV-25956,Harbour Retail,picked_up
TV-25957,Coastal Trading,delivered
TV-25958,Ironbark Industrial,in_transit
TV-25959,Parkview Packaging,in_transit
TV-25960,Blackwood Logistics,created
TV-25961,Golden Chemicals Co,delivered
TV-25962,Stonebridge Retail,delivered
TV-25963,Blackwood Grocers Holdings,picked_up
TV-25964,Lakeside Retail Holdings,picked_up
TV-25965,Ironbark Foods,delivered
TV-25966,Eastlink Grocers Pty Ltd,failed
TV-25967,Golden Distribution,created
TV-25968,Northern Foods Co,in_transit
TV-25969,Coastal Motors,picked_up
TV-25970,Summit Foods,created
TV-25971,Ironbark Hardware,created
TV-25972,Baywater Retail Co,delivered
TV-25973,Kingsway Textiles,in_transit
TV-25974,Golden Pharma,picked_up
TV-25975,Summit Logistics,in_transit
TV-25976,Kingsway Hardware,in_transit
TV-25977,Golden Freight Pty Ltd,in_transit
TV-25978,Ironbark Electronics Holdings,created
TV-25979,Westgate Logistics Holdings,failed
TV-25980,Riverside Textiles Group,picked_up
TV-25981,Summit Retail Co,in_transit
TV-25982,Westgate Retail Holdings,picked_up
TV-25983,Golden Components Pty Ltd,in_transit
TV-25984,Silverline Distribution,delivered
TV-25985,Westgate Trading Pty Ltd,in_transit
TV-25986,Coastal Distribution Pty Ltd,in_transit
TV-25987,Riverside Textiles,in_transit
TV-25988,Baywater Packaging,in_transit
TV-25989,Kingsway Hardware Pty Ltd,delivered
TV-25990,Lakeside Industrial,in_transit
TV-25991,Northern Pharma,in_transit
TV-25992,Northern Foods,in_transit
TV-25993,Baywater Retail Group,delivered
TV-25994,Westgate Hardware Holdings,delivered
TV-25995,Blackwood Packaging,picked_up
TV-25996,Golden Industrial,picked_up
TV-25997,Silverline Components Pty Ltd,in_transit
TV-25998,Silverline Freight Co,picked_up
TV-25999,Lakeside Beverages Group,delivered
TV-26000,Summit Textiles Holdings,in_transit
TV-26001,Eastlink Components Group,in_transit
TV-26002,Northern Retail,in_transit
TV-26003,Highfield Hardware Group,in_transit
TV-26004,Ironbark Components Holdings,picked_up
TV-26005,Riverside Wholesale Co,created
TV-26006,Harbour Components Group,delivered
TV-26007,Lakeside Freight,delivered
TV-26008,Westgate Beverages Holdings,delivered
TV-26009,Eastlink Distribution,in_transit
TV-26010,Ironbark Pharma Co,delivered
TV-26011,Stonebridge Components,in_transit
TV-26012,Highfield Motors Holdings,created
TV-26013,Redgum Pharma,in_transit
TV-26014,Baywater Pharma,created
TV-26015,Highfield Retail,in_transit
TV-26016,Northern Industrial Pty Ltd,delivered
TV-26017,Westgate Electronics,delivered
TV-26018,Baywater Foods Pty Ltd,in_transit
TV-26019,Summit Industrial Co,created
TV-26020,Eastlink Electronics Co,in_transit
TV-26021,Riverside Retail Co,created
TV-26022,Redgum Freight,created
TV-26023,Northern Components,picked_up
TV-26024,Fairwind Hardware Pty Ltd,in_transit
